input,eval_context,expected_output,output
How often must a company hold board meetings under the Companies Act?,REFERENCE ANSWER: Refusal — the Companies Act 2013 provisions on board meetings is not present in the indexed legal corpus. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the Companies Act 2013 provisions on board meetings is not present in the indexed legal corpus.,"I cannot answer this question based on the available legal corpus. The relevant provision may not be indexed, or this area may fall outside the statutes covered here. Please consult a qualified legal professional."
When is an agreement a contract under Section 10?,"REFERENCE ANSWER: Contract Act s.10: free consent, competent parties, lawful consideration and object. | EXPECTED CITATIONS: Contract Act s.10","Contract Act s.10: free consent, competent parties, lawful consideration and object.","This is addressed in the indexed statutes, though the precise section wording should be checked **(Contract Act s.10 — Indian Contract Act 1872)**. *This is not legal advice. For specific legal matters, consult a qualified advocate.*"
How does the BSA 2023 relate to the Indian Evidence Act?,REFERENCE ANSWER: BSA 2023 replaced the Indian Evidence Act 1872; mapping cross-walks the sections. | EXPECTED CITATIONS: LAW_MAPPINGS:full,BSA 2023 replaced the Indian Evidence Act 1872; mapping cross-walks the sections.,"The Bharatiya Sakshya Adhiniyam 2023 replaced the Indian Evidence Act 1872 as India's law of evidence from 1 July 2024; the mapping reference cross-walks Evidence Act sections to their BSA equivalents (for example, Section 45 to BSA Section 39) **(LAW_MAPPINGS:full — Law Repeal Mappings Reference)**. *This is not legal advice. For specific legal matters, consult a qualified advocate.*"
Is IPC 498A still in force?,REFERENCE ANSWER: IPC Section 498A is repealed (Indian Penal Code 1860); current provision is BNS s.85 of the Bharatiya Nyaya Sanhita 2023. | EXPECTED CITATIONS: LAW_MAPPINGS:full|BNS s.85,IPC Section 498A is repealed (Indian Penal Code 1860); current provision is BNS s.85 of the Bharatiya Nyaya Sanhita 2023.,"IPC Section 498A is repealed; the equivalent provision is now BNS s.86 of the Bharatiya Nyaya Sanhita 2023, which deals with cruelty by a husband or his relatives **(LAW_MAPPINGS:full — Law Repeal Mappings Reference; BNS s.85 — Bharatiya Nyaya Sanhita 2023)**. *This is not legal advice. For specific legal matters, consult a qualified advocate.*"
How is capital gains tax computed under the Income Tax Act?,REFERENCE ANSWER: Refusal — capital gains under the Income Tax Act is not present in the indexed legal corpus. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — capital gains under the Income Tax Act is not present in the indexed legal corpus.,"Sorry, that specific area of law isn't in the statutes I have indexed."
What does Section 2 of the Indian Contract Act define?,"REFERENCE ANSWER: Contract Act s.2: defines proposal, acceptance, promise and consideration. | EXPECTED CITATIONS: Contract Act s.2","Contract Act s.2: defines proposal, acceptance, promise and consideration.","Section 2 of the Indian Contract Act 1872 defines core terms — a proposal is when one person signifies to another his willingness to do or abstain from doing something with a view to obtaining assent, and covers acceptance, promise and consideration **(Contract Act s.2 — Indian Contract Act 1872)**. *This is not legal advice. For specific legal matters, consult a qualified advocate.*"
Which new laws replaced the old criminal statutes in India?,"REFERENCE ANSWER: BNS (IPC), BNSS (CrPC), BSA (Evidence Act) — the three 2023 criminal codes. | EXPECTED CITATIONS: LAW_MAPPINGS:full|BNS s.2|BNSS s.2","BNS (IPC), BNSS (CrPC), BSA (Evidence Act) — the three 2023 criminal codes.","This is addressed in the indexed statutes, though the precise section wording should be checked **(LAW_MAPPINGS:full — Law Repeal Mappings Reference; BNS s.2 — Bharatiya Nyaya Sanhita 2023; BNSS s.2 — Bharatiya Nagarik Suraksha Sanhita 2023)**. *This is not legal advice. For specific legal matters, consult a qualified advocate.*"
Is CrPC 154 still the FIR provision?,REFERENCE ANSWER: CrPC Section 154 is repealed (Code of Criminal Procedure 1973); current provision is BNSS s.173 of the Bharatiya Nagarik Suraksha Sanhita 2023. | EXPECTED CITATIONS: LAW_MAPPINGS:full|BNSS s.173,CrPC Section 154 is repealed (Code of Criminal Procedure 1973); current provision is BNSS s.173 of the Bharatiya Nagarik Suraksha Sanhita 2023.,"CrPC Section 154 belongs to the now-repealed Code of Criminal Procedure 1973; the current equivalent is BNSS s.173 of the Bharatiya Nagarik Suraksha Sanhita 2023, which governs information in cognizable cases (the FIR) **(LAW_MAPPINGS:full — Law Repeal Mappings Reference; BNSS s.173 — Bharatiya Nagarik Suraksha Sanhita 2023)**. *This is not legal advice. For specific legal matters, consult a qualified advocate.*"
How is an arbitral tribunal constituted under the Arbitration Act?,REFERENCE ANSWER: Refusal — the Arbitration and Conciliation Act procedures is not present in the indexed legal corpus. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the Arbitration and Conciliation Act procedures is not present in the indexed legal corpus.,"I cannot answer this question based on the available legal corpus. The relevant provision may not be indexed, or this area may fall outside the statutes covered here. Please consult a qualified legal professional."
What compensation is payable when a contract is broken?,REFERENCE ANSWER: Contract Act s.73: compensation for loss naturally arising from breach; not remote loss. | EXPECTED CITATIONS: Contract Act s.73,Contract Act s.73: compensation for loss naturally arising from breach; not remote loss.,"Section 73 of the Indian Contract Act 1872 provides that when a contract is broken, the party who suffers is entitled to compensation for loss or damage that naturally arose in the usual course of things from the breach, but not for remote or indirect loss **(Contract Act s.73 — Indian Contract Act 1872)**. *This is not legal advice. For specific legal matters, consult a qualified advocate.*"
What is the difference between the Consumer Protection Act 1986 and 2019?,REFERENCE ANSWER: CP 2019 replaced CP 1986; broadened consumer definition and added the CCPA. | EXPECTED CITATIONS: LAW_MAPPINGS:full|CP s.2,CP 2019 replaced CP 1986; broadened consumer definition and added the CCPA.,"The 2019 Act replaced the 1986 Act and modernised consumer protection, including e-commerce **(LAW_MAPPINGS:full — Law Repeal Mappings Reference; CP s.2 — Consumer Protection Act 2019)**. *This is not legal advice. For specific legal matters, consult a qualified advocate.*"
Is CrPC 437 still the bail provision?,REFERENCE ANSWER: CrPC Section 437 is repealed (Code of Criminal Procedure 1973); current provision is BNSS s.480 of the Bharatiya Nagarik Suraksha Sanhita 2023. | EXPECTED CITATIONS: LAW_MAPPINGS:full|BNSS s.480,CrPC Section 437 is repealed (Code of Criminal Procedure 1973); current provision is BNSS s.480 of the Bharatiya Nagarik Suraksha Sanhita 2023.,"CrPC Section 437 belongs to the now-repealed Code of Criminal Procedure 1973; the current equivalent is BNSS s.480 of the Bharatiya Nagarik Suraksha Sanhita 2023, which governs bail in non-bailable offences **(LAW_MAPPINGS:full — Law Repeal Mappings Reference; BNSS s.480 — Bharatiya Nagarik Suraksha Sanhita 2023)**. *This is not legal advice. For specific legal matters, consult a qualified advocate.*"
What are the duties of a public authority under the RTI Act?,REFERENCE ANSWER: Refusal — the Right to Information Act 2005 is not present in the indexed legal corpus. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the Right to Information Act 2005 is not present in the indexed legal corpus.,"I cannot answer this question based on the available legal corpus. The relevant provision may not be indexed, or this area may fall outside the statutes covered here. Please consult a qualified legal professional."
Who is a consumer under the CP Act 2019?,REFERENCE ANSWER: CP s.2: buyer of goods/services for consideration; excludes resale/commercial purpose. | EXPECTED CITATIONS: CP s.2,CP s.2: buyer of goods/services for consideration; excludes resale/commercial purpose.,"Section 2 of the Consumer Protection Act 2019 defines a consumer as a person who buys goods or hires services for consideration, but excludes a person who obtains goods for resale or for a commercial purpose **(CP s.2 — Consumer Protection Act 2019)**. *This is not legal advice. For specific legal matters, consult a qualified advocate.*"
What are the fundamental rights guaranteed under the Constitution of India?,"REFERENCE ANSWER: Fundamental rights (Part III): Art. 14 equality, Art. 19 freedoms, Art. 21 life, Art. 32 remedies. | EXPECTED CITATIONS: Art. 14|Art. 21","Fundamental rights (Part III): Art. 14 equality, Art. 19 freedoms, Art. 21 life, Art. 32 remedies.","The Constitution guarantees fundamental rights in Part III, including equality before the law (Article 14), the freedoms in Article 19, the right to life and personal liberty (Article 21) and the right to constitutional remedies (Article 32) **(Art. 14 — Constitution of India; Art. 21 — Constitution of India)**. *This is not legal advice. For specific legal matters, consult a qualified advocate.*"
Is CrPC 482 still in force?,REFERENCE ANSWER: CrPC Section 482 is repealed (Code of Criminal Procedure 1973); current provision is BNSS s.528 of the Bharatiya Nagarik Suraksha Sanhita 2023. | EXPECTED CITATIONS: LAW_MAPPINGS:full|BNSS s.528,CrPC Section 482 is repealed (Code of Criminal Procedure 1973); current provision is BNSS s.528 of the Bharatiya Nagarik Suraksha Sanhita 2023.,"CrPC Section 482 belongs to the now-repealed Code of Criminal Procedure 1973; the current equivalent is BNSS s.528 of the Bharatiya Nagarik Suraksha Sanhita 2023, which preserves the inherent powers of the High Court **(LAW_MAPPINGS:full — Law Repeal Mappings Reference; BNSS s.528 — Bharatiya Nagarik Suraksha Sanhita 2023)**. *This is not legal advice. For specific legal matters, consult a qualified advocate.*"
How is GST levied under the CGST Act?,REFERENCE ANSWER: Refusal — the GST legal framework in India is not present in the indexed legal corpus. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the GST legal framework in India is not present in the indexed legal corpus.,"I cannot answer this question based on the available legal corpus. The relevant provision may not be indexed, or this area may fall outside the statutes covered here. Please consult a qualified legal professional."
What does Section 35 of the Consumer Protection Act say?,REFERENCE ANSWER: CP s.35: complaint to the District Commission within its pecuniary jurisdiction. | EXPECTED CITATIONS: CP s.35,CP s.35: complaint to the District Commission within its pecuniary jurisdiction.,"Section 35 of the Consumer Protection Act 2019 allows a consumer to file a complaint before the District Commission where the value of the goods or services and compensation claimed is within its pecuniary jurisdiction. This provision also carries a fixed penalty of Rs.50,000 in all cases **(CP s.35 — Consumer Protection Act 2019)**. *This is not legal advice. For specific legal matters, consult a qualified advocate.*"
